field1,COUNT,Star,Year,University,POS
179,1,2 Star,2019,Ball St.,SPECIAL
180,8,3 Star,2019,Ball St.,DEFENSE
181,4,3 Star,2019,Ball St.,OFFENSE
197,1,2 Star,2019,Baylor,SPECIAL
198,11,3 Star,2019,Baylor,DEFENSE
199,9,3 Star,2019,Baylor,OFFENSE
200,2,3 Star,2019,Baylor,SPECIAL
201,1,4 Star,2019,Baylor,OFFENSE
202,1,4 Star,2019,Baylor,SPECIAL
215,1,2 Star,2019,Boise St.,DEFENSE
216,1,2 Star,2019,Boise St.,SPECIAL
217,6,3 Star,2019,Boise St.,DEFENSE
218,7,3 Star,2019,Boise St.,OFFENSE
219,2,3 Star,2019,Boise St.,SPECIAL
220,1,4 Star,2019,Boise St.,OFFENSE
221,1,4 Star,2019,Boise St.,SPECIAL
235,1,2 Star,2019,Boston College,OFFENSE
236,10,3 Star,2019,Boston College,DEFENSE
237,11,3 Star,2019,Boston College,OFFENSE
238,1,4 Star,2019,Boston College,DEFENSE
256,5,2 Star,2019,Bowling Green,DEFENSE
257,7,2 Star,2019,Bowling Green,OFFENSE
258,1,2 Star,2019,Bowling Green,SPECIAL
259,5,3 Star,2019,Bowling Green,DEFENSE
260,6,3 Star,2019,Bowling Green,OFFENSE
274,2,2 Star,2019,BYU,DEFENSE
275,3,2 Star,2019,BYU,OFFENSE
276,7,3 Star,2019,BYU,DEFENSE
277,11,3 Star,2019,BYU,OFFENSE
278,1,3 Star,2019,BYU,SPECIAL
279,1,4 Star,2019,BYU,OFFENSE
294,7,2 Star,2019,Buffalo,DEFENSE
295,7,2 Star,2019,Buffalo,OFFENSE
296,2,2 Star,2019,Buffalo,SPECIAL
297,5,3 Star,2019,Buffalo,DEFENSE
298,4,3 Star,2019,Buffalo,OFFENSE
312,2,2 Star,2019,California,DEFENSE
313,2,2 Star,2019,California,OFFENSE
314,14,3 Star,2019,California,DEFENSE
315,9,3 Star,2019,California,OFFENSE
316,2,3 Star,2019,California,SPECIAL
317,1,4 Star,2019,California,DEFENSE
318,1,4 Star,2019,California,OFFENSE
332,9,2 Star,2019,Central Mich.,DEFENSE
333,3,2 Star,2019,Central Mich.,OFFENSE
334,1,2 Star,2019,Central Mich.,SPECIAL
335,4,3 Star,2019,Central Mich.,DEFENSE
336,10,3 Star,2019,Central Mich.,OFFENSE
337,1,3 Star,2019,Central Mich.,SPECIAL
338,1,4 Star,2019,Central Mich.,OFFENSE
353,7,2 Star,2019,Charlotte,DEFENSE
354,4,2 Star,2019,Charlotte,OFFENSE
355,1,2 Star,2019,Charlotte,SPECIAL
356,4,3 Star,2019,Charlotte,DEFENSE
357,5,3 Star,2019,Charlotte,OFFENSE
358,1,4 Star,2019,Charlotte,DEFENSE
374,1,2 Star,2019,Cincinnati,OFFENSE
375,11,3 Star,2019,Cincinnati,DEFENSE
376,6,3 Star,2019,Cincinnati,OFFENSE
377,1,3 Star,2019,Cincinnati,SPECIAL
378,2,4 Star,2019,Cincinnati,OFFENSE
393,1,2 Star,2019,Clemson,DEFENSE
394,2,2 Star,2019,Clemson,OFFENSE
395,9,3 Star,2019,Clemson,DEFENSE
396,5,3 Star,2019,Clemson,OFFENSE
397,1,3 Star,2019,Clemson,SPECIAL
398,6,4 Star,2019,Clemson,DEFENSE
399,6,4 Star,2019,Clemson,OFFENSE
400,1,5 Star,2019,Clemson,DEFENSE
420,5,2 Star,2019,Coastal Carolina,DEFENSE
421,13,2 Star,2019,Coastal Carolina,OFFENSE
422,1,2 Star,2019,Coastal Carolina,SPECIAL
423,1,3 Star,2019,Coastal Carolina,DEFENSE
424,8,3 Star,2019,Coastal Carolina,OFFENSE
425,1,3 Star,2019,Coastal Carolina,SPECIAL
441,1,2 Star,2019,Colorado,DEFENSE
442,1,2 Star,2019,Colorado,OFFENSE
443,15,3 Star,2019,Colorado,DEFENSE
444,12,3 Star,2019,Colorado,OFFENSE
445,3,3 Star,2019,Colorado,SPECIAL
446,1,4 Star,2019,Colorado,DEFENSE
462,2,2 Star,2019,Colorado St.,DEFENSE
463,2,2 Star,2019,Colorado St.,OFFENSE
464,9,3 Star,2019,Colorado St.,DEFENSE
465,8,3 Star,2019,Colorado St.,OFFENSE
466,1,3 Star,2019,Colorado St.,SPECIAL
467,1,4 Star,2019,Colorado St.,OFFENSE
482,2,2 Star,2019,UConn,DEFENSE
483,2,2 Star,2019,UConn,OFFENSE
484,7,3 Star,2019,UConn,DEFENSE
485,7,3 Star,2019,UConn,OFFENSE
486,1,3 Star,2019,UConn,SPECIAL
501,8,3 Star,2019,Duke,DEFENSE
502,10,3 Star,2019,Duke,OFFENSE
503,2,3 Star,2019,Duke,SPECIAL
504,1,4 Star,2019,Duke,DEFENSE
517,1,2 Star,2019,East Carolina,DEFENSE
518,2,2 Star,2019,East Carolina,OFFENSE
519,2,2 Star,2019,East Carolina,SPECIAL
520,10,3 Star,2019,East Carolina,DEFENSE
521,6,3 Star,2019,East Carolina,OFFENSE
522,2,3 Star,2019,East Carolina,SPECIAL
523,1,4 Star,2019,East Carolina,OFFENSE
541,13,2 Star,2019,Eastern Mich.,DEFENSE
542,5,2 Star,2019,Eastern Mich.,OFFENSE
543,3,2 Star,2019,Eastern Mich.,SPECIAL
544,3,3 Star,2019,Eastern Mich.,DEFENSE
545,7,3 Star,2019,Eastern Mich.,OFFENSE
559,1,2 Star,2019,FIU,OFFENSE
560,1,2 Star,2019,FIU,SPECIAL
561,12,3 Star,2019,FIU,DEFENSE
562,13,3 Star,2019,FIU,OFFENSE
563,1,4 Star,2019,FIU,OFFENSE
578,1,2 Star,2019,Florida,DEFENSE
579,2,3 Star,2019,Florida,DEFENSE
580,6,3 Star,2019,Florida,OFFENSE
581,10,4 Star,2019,Florida,DEFENSE
582,7,4 Star,2019,Florida,OFFENSE
600,1,2 Star,2019,Fla. Atlantic,DEFENSE
601,3,2 Star,2019,Fla. Atlantic,OFFENSE
602,2,2 Star,2019,Fla. Atlantic,SPECIAL
603,15,3 Star,2019,Fla. Atlantic,DEFENSE
604,11,3 Star,2019,Fla. Atlantic,OFFENSE
605,5,3 Star,2019,Fla. Atlantic,SPECIAL
606,1,4 Star,2019,Fla. Atlantic,OFFENSE
619,1,2 Star,2019,Florida St.,SPECIAL
620,6,3 Star,2019,Florida St.,DEFENSE
621,9,3 Star,2019,Florida St.,OFFENSE
622,1,3 Star,2019,Florida St.,SPECIAL
623,8,4 Star,2019,Florida St.,DEFENSE
624,1,4 Star,2019,Florida St.,OFFENSE
643,2,2 Star,2019,Fresno St.,DEFENSE
644,5,2 Star,2019,Fresno St.,OFFENSE
645,9,3 Star,2019,Fresno St.,DEFENSE
646,13,3 Star,2019,Fresno St.,OFFENSE
647,2,3 Star,2019,Fresno St.,SPECIAL
659,2,2 Star,2019,Georgia,OFFENSE
660,2,3 Star,2019,Georgia,DEFENSE
661,3,3 Star,2019,Georgia,OFFENSE
662,8,4 Star,2019,Georgia,DEFENSE
663,6,4 Star,2019,Georgia,OFFENSE
664,1,4 Star,2019,Georgia,SPECIAL
665,3,5 Star,2019,Georgia,DEFENSE
666,2,5 Star,2019,Georgia,OFFENSE
689,4,2 Star,2019,Ga. Southern,DEFENSE
690,9,2 Star,2019,Ga. Southern,OFFENSE
691,2,2 Star,2019,Ga. Southern,SPECIAL
692,3,3 Star,2019,Ga. Southern,DEFENSE
693,6,3 Star,2019,Ga. Southern,OFFENSE
694,1,3 Star,2019,Ga. Southern,SPECIAL
711,7,2 Star,2019,Georgia St.,DEFENSE
712,1,2 Star,2019,Georgia St.,OFFENSE
713,2,2 Star,2019,Georgia St.,SPECIAL
714,7,3 Star,2019,Georgia St.,DEFENSE
715,9,3 Star,2019,Georgia St.,OFFENSE
716,1,3 Star,2019,Georgia St.,SPECIAL
728,10,3 Star,2019,Georgia Tech,DEFENSE
729,11,3 Star,2019,Georgia Tech,OFFENSE
730,1,3 Star,2019,Georgia Tech,SPECIAL
731,2,4 Star,2019,Georgia Tech,DEFENSE
732,2,4 Star,2019,Georgia Tech,OFFENSE
746,8,2 Star,2019,Hawaii,DEFENSE
747,5,2 Star,2019,Hawaii,OFFENSE
748,7,3 Star,2019,Hawaii,DEFENSE
749,4,3 Star,2019,Hawaii,OFFENSE
750,2,3 Star,2019,Hawaii,SPECIAL
751,1,4 Star,2019,Hawaii,OFFENSE
767,1,2 Star,2019,Houston,DEFENSE
768,1,2 Star,2019,Houston,SPECIAL
769,15,3 Star,2019,Houston,DEFENSE
770,10,3 Star,2019,Houston,OFFENSE
771,2,4 Star,2019,Houston,DEFENSE
772,1,4 Star,2019,Houston,OFFENSE
773,1,5 Star,2019,Houston,DEFENSE
787,6,3 Star,2019,Illinois,DEFENSE
788,9,3 Star,2019,Illinois,OFFENSE
789,1,4 Star,2019,Illinois,DEFENSE
790,4,4 Star,2019,Illinois,OFFENSE
791,2,4 Star,2019,Illinois,SPECIAL
803,2,2 Star,2019,Indiana,OFFENSE
804,1,2 Star,2019,Indiana,SPECIAL
805,9,3 Star,2019,Indiana,DEFENSE
806,9,3 Star,2019,Indiana,OFFENSE
807,1,3 Star,2019,Indiana,SPECIAL
808,2,4 Star,2019,Indiana,DEFENSE
809,2,4 Star,2019,Indiana,OFFENSE
829,2,2 Star,2019,Iowa,OFFENSE
830,10,3 Star,2019,Iowa,DEFENSE
831,9,3 Star,2019,Iowa,OFFENSE
832,3,3 Star,2019,Iowa,SPECIAL
833,1,4 Star,2019,Iowa,DEFENSE
834,3,4 Star,2019,Iowa,OFFENSE
852,1,2 Star,2019,Iowa St.,DEFENSE
853,2,2 Star,2019,Iowa St.,OFFENSE
854,9,3 Star,2019,Iowa St.,DEFENSE
855,11,3 Star,2019,Iowa St.,OFFENSE
856,2,3 Star,2019,Iowa St.,SPECIAL
857,3,4 Star,2019,Iowa St.,OFFENSE
875,1,2 Star,2019,Kansas,SPECIAL
876,6,3 Star,2019,Kansas,DEFENSE
877,8,3 Star,2019,Kansas,OFFENSE
878,5,3 Star,2019,Kansas,SPECIAL
879,1,4 Star,2019,Kansas,DEFENSE
891,1,2 Star,2019,Kansas St.,SPECIAL
892,9,3 Star,2019,Kansas St.,DEFENSE
893,10,3 Star,2019,Kansas St.,OFFENSE
894,5,3 Star,2019,Kansas St.,SPECIAL
910,4,2 Star,2019,Kent St.,DEFENSE
911,9,2 Star,2019,Kent St.,OFFENSE
912,1,2 Star,2019,Kent St.,SPECIAL
913,11,3 Star,2019,Kent St.,DEFENSE
914,5,3 Star,2019,Kent St.,OFFENSE
929,10,3 Star,2019,Kentucky,DEFENSE
930,9,3 Star,2019,Kentucky,OFFENSE
931,2,3 Star,2019,Kentucky,SPECIAL
932,4,4 Star,2019,Kentucky,DEFENSE
950,1,2 Star,2019,LSU,OFFENSE
951,1,2 Star,2019,LSU,SPECIAL
952,7,3 Star,2019,LSU,DEFENSE
953,5,3 Star,2019,LSU,OFFENSE
954,1,3 Star,2019,LSU,SPECIAL
955,3,4 Star,2019,LSU,DEFENSE
956,6,4 Star,2019,LSU,OFFENSE
957,2,4 Star,2019,LSU,SPECIAL
958,2,5 Star,2019,LSU,DEFENSE
959,1,5 Star,2019,LSU,OFFENSE
979,2,2 Star,2019,Liberty,DEFENSE
980,1,2 Star,2019,Liberty,OFFENSE
981,7,3 Star,2019,Liberty,DEFENSE
982,4,3 Star,2019,Liberty,OFFENSE
996,4,2 Star,2019,Louisiana,DEFENSE
997,4,2 Star,2019,Louisiana,OFFENSE
998,1,2 Star,2019,Louisiana,SPECIAL
999,10,3 Star,2019,Louisiana,DEFENSE
1000,12,3 Star,2019,Louisiana,OFFENSE
1001,1,3 Star,2019,Louisiana,SPECIAL
1002,1,4 Star,2019,Louisiana,DEFENSE
1014,1,2 Star,2019,Louisiana Tech,DEFENSE
1015,3,2 Star,2019,Louisiana Tech,OFFENSE
1016,1,2 Star,2019,Louisiana Tech,SPECIAL
1017,8,3 Star,2019,Louisiana Tech,DEFENSE
1018,5,3 Star,2019,Louisiana Tech,OFFENSE
1019,3,3 Star,2019,Louisiana Tech,SPECIAL
1031,7,2 Star,2019,ULM,DEFENSE
1032,4,2 Star,2019,ULM,OFFENSE
1033,4,3 Star,2019,ULM,DEFENSE
1034,5,3 Star,2019,ULM,OFFENSE
1048,7,3 Star,2019,Louisville,DEFENSE
1049,10,3 Star,2019,Louisville,OFFENSE
1050,2,3 Star,2019,Louisville,SPECIAL
1051,2,4 Star,2019,Louisville,DEFENSE
1065,1,2 Star,2019,Marshall,DEFENSE
1066,3,2 Star,2019,Marshall,OFFENSE
1067,2,2 Star,2019,Marshall,SPECIAL
1068,19,3 Star,2019,Marshall,DEFENSE
1069,12,3 Star,2019,Marshall,OFFENSE
1087,1,2 Star,2019,Maryland,OFFENSE
1088,9,3 Star,2019,Maryland,DEFENSE
1089,8,3 Star,2019,Maryland,OFFENSE
1090,1,3 Star,2019,Maryland,SPECIAL
1091,3,4 Star,2019,Maryland,DEFENSE
1092,2,4 Star,2019,Maryland,OFFENSE
1110,5,2 Star,2019,Massachusetts,DEFENSE
1111,3,2 Star,2019,Massachusetts,OFFENSE
1112,7,3 Star,2019,Massachusetts,DEFENSE
1113,8,3 Star,2019,Massachusetts,OFFENSE
1114,1,3 Star,2019,Massachusetts,SPECIAL
1115,1,4 Star,2019,Massachusetts,DEFENSE
1133,1,2 Star,2019,Memphis,OFFENSE
1134,11,3 Star,2019,Memphis,DEFENSE
1135,12,3 Star,2019,Memphis,OFFENSE
1136,1,3 Star,2019,Memphis,SPECIAL
1137,1,4 Star,2019,Memphis,DEFENSE
1138,1,4 Star,2019,Memphis,OFFENSE
1153,1,2 Star,2019,Miami (FL),DEFENSE
1154,1,2 Star,2019,Miami (FL),OFFENSE
1155,4,3 Star,2019,Miami (FL),DEFENSE
1156,7,3 Star,2019,Miami (FL),OFFENSE
1157,1,3 Star,2019,Miami (FL),SPECIAL
1158,9,4 Star,2019,Miami (FL),DEFENSE
1159,5,4 Star,2019,Miami (FL),OFFENSE
1177,7,2 Star,2019,Miami (OH),DEFENSE
1178,6,2 Star,2019,Miami (OH),OFFENSE
1179,1,2 Star,2019,Miami (OH),SPECIAL
1180,8,3 Star,2019,Miami (OH),DEFENSE
1181,7,3 Star,2019,Miami (OH),OFFENSE
1182,2,3 Star,2019,Miami (OH),SPECIAL
1197,1,2 Star,2019,Michigan,OFFENSE
1198,7,3 Star,2019,Michigan,DEFENSE
1199,3,3 Star,2019,Michigan,OFFENSE
1200,1,3 Star,2019,Michigan,SPECIAL
1201,5,4 Star,2019,Michigan,DEFENSE
1202,9,4 Star,2019,Michigan,OFFENSE
1203,2,5 Star,2019,Michigan,DEFENSE
1222,1,2 Star,2019,Michigan St.,SPECIAL
1223,5,3 Star,2019,Michigan St.,DEFENSE
1224,11,3 Star,2019,Michigan St.,OFFENSE
1225,2,3 Star,2019,Michigan St.,SPECIAL
1226,1,4 Star,2019,Michigan St.,DEFENSE
1227,1,4 Star,2019,Michigan St.,OFFENSE
1243,3,2 Star,2019,Middle Tenn.,DEFENSE
1244,1,2 Star,2019,Middle Tenn.,OFFENSE
1245,2,2 Star,2019,Middle Tenn.,SPECIAL
1246,9,3 Star,2019,Middle Tenn.,DEFENSE
1247,10,3 Star,2019,Middle Tenn.,OFFENSE
1248,1,3 Star,2019,Middle Tenn.,SPECIAL
1261,3,2 Star,2019,Minnesota,SPECIAL
1262,11,3 Star,2019,Minnesota,DEFENSE
1263,9,3 Star,2019,Minnesota,OFFENSE
1264,3,3 Star,2019,Minnesota,SPECIAL
1265,1,4 Star,2019,Minnesota,DEFENSE
1281,7,3 Star,2019,Mississippi St.,DEFENSE
1282,11,3 Star,2019,Mississippi St.,OFFENSE
1283,3,3 Star,2019,Mississippi St.,SPECIAL
1284,4,4 Star,2019,Mississippi St.,DEFENSE
1285,1,4 Star,2019,Mississippi St.,OFFENSE
1286,1,5 Star,2019,Mississippi St.,OFFENSE
1306,1,2 Star,2019,Missouri,OFFENSE
1307,13,3 Star,2019,Missouri,DEFENSE
1308,8,3 Star,2019,Missouri,OFFENSE
1309,1,4 Star,2019,Missouri,DEFENSE
1310,4,4 Star,2019,Missouri,OFFENSE
1326,1,2 Star,2019,NC State,DEFENSE
1327,1,2 Star,2019,NC State,OFFENSE
1328,1,2 Star,2019,NC State,SPECIAL
1329,8,3 Star,2019,NC State,DEFENSE
1330,12,3 Star,2019,NC State,OFFENSE
1331,4,4 Star,2019,NC State,DEFENSE
1332,1,4 Star,2019,NC State,OFFENSE
1347,8,3 Star,2019,Nebraska,DEFENSE
1348,12,3 Star,2019,Nebraska,OFFENSE
1349,3,3 Star,2019,Nebraska,SPECIAL
1350,5,4 Star,2019,Nebraska,DEFENSE
1351,2,4 Star,2019,Nebraska,OFFENSE
1352,1,4 Star,2019,Nebraska,SPECIAL
1369,4,2 Star,2019,Nevada,DEFENSE
1370,2,2 Star,2019,Nevada,OFFENSE
1371,1,2 Star,2019,Nevada,SPECIAL
1372,7,3 Star,2019,Nevada,DEFENSE
1373,7,3 Star,2019,Nevada,OFFENSE
1374,1,3 Star,2019,Nevada,SPECIAL
1393,9,2 Star,2019,New Mexico,DEFENSE
1394,4,2 Star,2019,New Mexico,OFFENSE
1395,2,2 Star,2019,New Mexico,SPECIAL
1396,7,3 Star,2019,New Mexico,DEFENSE
1397,5,3 Star,2019,New Mexico,OFFENSE
1414,6,2 Star,2019,New Mexico St.,DEFENSE
1415,7,2 Star,2019,New Mexico St.,OFFENSE
1416,1,2 Star,2019,New Mexico St.,SPECIAL
1417,6,3 Star,2019,New Mexico St.,DEFENSE
1418,4,3 Star,2019,New Mexico St.,OFFENSE
1419,1,4 Star,2019,New Mexico St.,OFFENSE
1435,3,2 Star,2019,North Carolina,SPECIAL
1436,11,3 Star,2019,North Carolina,DEFENSE
1437,8,3 Star,2019,North Carolina,OFFENSE
1438,3,4 Star,2019,North Carolina,DEFENSE
1439,3,4 Star,2019,North Carolina,OFFENSE
1460,1,2 Star,2019,North Texas,DEFENSE
1461,14,3 Star,2019,North Texas,DEFENSE
1462,11,3 Star,2019,North Texas,OFFENSE
1463,1,4 Star,2019,North Texas,DEFENSE
1474,3,2 Star,2019,NIU,DEFENSE
1475,3,2 Star,2019,NIU,OFFENSE
1476,1,2 Star,2019,NIU,SPECIAL
1477,7,3 Star,2019,NIU,DEFENSE
1478,7,3 Star,2019,NIU,OFFENSE
1495,9,3 Star,2019,Northwestern,DEFENSE
1496,9,3 Star,2019,Northwestern,OFFENSE
1497,2,3 Star,2019,Northwestern,SPECIAL
1513,2,3 Star,2019,Notre Dame,DEFENSE
1514,2,3 Star,2019,Notre Dame,OFFENSE
1515,3,3 Star,2019,Notre Dame,SPECIAL
1516,11,4 Star,2019,Notre Dame,DEFENSE
1517,5,4 Star,2019,Notre Dame,OFFENSE
1535,2,2 Star,2019,Ohio,DEFENSE
1536,3,2 Star,2019,Ohio,OFFENSE
1537,1,2 Star,2019,Ohio,SPECIAL
1538,6,3 Star,2019,Ohio,DEFENSE
1539,8,3 Star,2019,Ohio,OFFENSE
1552,2,3 Star,2019,Ohio St.,DEFENSE
1553,4,3 Star,2019,Ohio St.,OFFENSE
1554,1,3 Star,2019,Ohio St.,SPECIAL
1555,4,4 Star,2019,Ohio St.,DEFENSE
1556,5,4 Star,2019,Ohio St.,OFFENSE
1557,1,4 Star,2019,Ohio St.,SPECIAL
1558,1,5 Star,2019,Ohio St.,DEFENSE
1559,3,5 Star,2019,Ohio St.,OFFENSE
1584,1,2 Star,2019,Oklahoma,OFFENSE
1585,4,3 Star,2019,Oklahoma,DEFENSE
1586,6,3 Star,2019,Oklahoma,OFFENSE
1587,1,3 Star,2019,Oklahoma,SPECIAL
1588,8,4 Star,2019,Oklahoma,DEFENSE
1589,6,4 Star,2019,Oklahoma,OFFENSE
1590,3,5 Star,2019,Oklahoma,OFFENSE
1610,2,2 Star,2019,Oklahoma St.,DEFENSE
1611,1,2 Star,2019,Oklahoma St.,OFFENSE
1612,12,3 Star,2019,Oklahoma St.,DEFENSE
1613,8,3 Star,2019,Oklahoma St.,OFFENSE
1614,2,3 Star,2019,Oklahoma St.,SPECIAL
1615,3,4 Star,2019,Oklahoma St.,OFFENSE
1629,13,2 Star,2019,Old Dominion,DEFENSE
1630,8,2 Star,2019,Old Dominion,OFFENSE
1631,3,2 Star,2019,Old Dominion,SPECIAL
1632,7,3 Star,2019,Old Dominion,DEFENSE
1633,6,3 Star,2019,Old Dominion,OFFENSE
1634,1,4 Star,2019,Old Dominion,DEFENSE
1649,11,3 Star,2019,Ole Miss,DEFENSE
1650,12,3 Star,2019,Ole Miss,OFFENSE
1651,1,3 Star,2019,Ole Miss,SPECIAL
1652,2,4 Star,2019,Ole Miss,DEFENSE
1653,5,4 Star,2019,Ole Miss,OFFENSE
1654,1,5 Star,2019,Ole Miss,OFFENSE
1672,1,2 Star,2019,Oregon,OFFENSE
1673,9,3 Star,2019,Oregon,DEFENSE
1674,4,3 Star,2019,Oregon,OFFENSE
1675,2,3 Star,2019,Oregon,SPECIAL
1676,4,4 Star,2019,Oregon,DEFENSE
1677,7,4 Star,2019,Oregon,OFFENSE
1678,1,5 Star,2019,Oregon,DEFENSE
1695,1,2 Star,2019,Oregon St.,DEFENSE
1696,1,2 Star,2019,Oregon St.,OFFENSE
1697,1,2 Star,2019,Oregon St.,SPECIAL
1698,17,3 Star,2019,Oregon St.,DEFENSE
1699,9,3 Star,2019,Oregon St.,OFFENSE
1700,3,3 Star,2019,Oregon St.,SPECIAL
1701,1,4 Star,2019,Oregon St.,DEFENSE
1714,1,2 Star,2019,Penn St.,DEFENSE
1715,4,3 Star,2019,Penn St.,DEFENSE
1716,2,3 Star,2019,Penn St.,OFFENSE
1717,9,4 Star,2019,Penn St.,DEFENSE
1718,9,4 Star,2019,Penn St.,OFFENSE
1719,1,5 Star,2019,Penn St.,DEFENSE
1737,1,2 Star,2019,Pittsburgh,DEFENSE
1738,10,3 Star,2019,Pittsburgh,DEFENSE
1739,10,3 Star,2019,Pittsburgh,OFFENSE
1740,2,3 Star,2019,Pittsburgh,SPECIAL
1754,1,2 Star,2019,Purdue,OFFENSE
1755,9,3 Star,2019,Purdue,DEFENSE
1756,10,3 Star,2019,Purdue,OFFENSE
1757,3,3 Star,2019,Purdue,SPECIAL
1758,2,4 Star,2019,Purdue,DEFENSE
1759,2,4 Star,2019,Purdue,OFFENSE
1778,9,2 Star,2019,Rice,DEFENSE
1779,7,2 Star,2019,Rice,OFFENSE
1780,2,2 Star,2019,Rice,SPECIAL
1781,4,3 Star,2019,Rice,DEFENSE
1782,8,3 Star,2019,Rice,OFFENSE
1783,1,3 Star,2019,Rice,SPECIAL
1797,10,3 Star,2019,Rutgers,DEFENSE
1798,14,3 Star,2019,Rutgers,OFFENSE
1799,1,3 Star,2019,Rutgers,SPECIAL
1800,1,4 Star,2019,Rutgers,DEFENSE
1816,3,2 Star,2019,SMU,DEFENSE
1817,2,2 Star,2019,SMU,OFFENSE
1818,10,3 Star,2019,SMU,DEFENSE
1819,14,3 Star,2019,SMU,OFFENSE
1820,2,3 Star,2019,SMU,SPECIAL
1821,2,4 Star,2019,SMU,DEFENSE
1822,1,4 Star,2019,SMU,OFFENSE
1840,4,2 Star,2019,San Diego St.,DEFENSE
1841,2,2 Star,2019,San Diego St.,OFFENSE
1842,1,2 Star,2019,San Diego St.,SPECIAL
1843,8,3 Star,2019,San Diego St.,DEFENSE
1844,11,3 Star,2019,San Diego St.,OFFENSE
1845,1,3 Star,2019,San Diego St.,SPECIAL
1858,4,2 Star,2019,San Jose St.,DEFENSE
1859,5,2 Star,2019,San Jose St.,OFFENSE
1860,4,3 Star,2019,San Jose St.,DEFENSE
1861,7,3 Star,2019,San Jose St.,OFFENSE
1862,2,3 Star,2019,San Jose St.,SPECIAL
1863,1,4 Star,2019,San Jose St.,DEFENSE
1880,7,2 Star,2019,South Alabama,DEFENSE
1881,12,2 Star,2019,South Alabama,OFFENSE
1882,4,2 Star,2019,South Alabama,SPECIAL
1883,3,3 Star,2019,South Alabama,DEFENSE
1884,4,3 Star,2019,South Alabama,OFFENSE
1885,1,3 Star,2019,South Alabama,SPECIAL
1899,1,2 Star,2019,South Carolina,SPECIAL
1900,8,3 Star,2019,South Carolina,DEFENSE
1901,9,3 Star,2019,South Carolina,OFFENSE
1902,1,3 Star,2019,South Carolina,SPECIAL
1903,2,4 Star,2019,South Carolina,DEFENSE
1904,2,4 Star,2019,South Carolina,OFFENSE
1905,1,4 Star,2019,South Carolina,SPECIAL
1906,1,5 Star,2019,South Carolina,DEFENSE
1923,1,2 Star,2019,Southern Miss.,DEFENSE
1924,2,2 Star,2019,Southern Miss.,OFFENSE
1925,5,2 Star,2019,Southern Miss.,SPECIAL
1926,4,3 Star,2019,Southern Miss.,DEFENSE
1927,16,3 Star,2019,Southern Miss.,OFFENSE
1928,2,3 Star,2019,Southern Miss.,SPECIAL
1938,1,2 Star,2019,Stanford,DEFENSE
1939,1,2 Star,2019,Stanford,OFFENSE
1940,6,3 Star,2019,Stanford,DEFENSE
1941,6,3 Star,2019,Stanford,OFFENSE
1942,2,3 Star,2019,Stanford,SPECIAL
1943,4,4 Star,2019,Stanford,DEFENSE
1944,4,4 Star,2019,Stanford,OFFENSE
